title,Sentimen
ptpn v akselerasi peremajaan sawit rakyat,netral
petani ragu jurus baru pemerintah bisa percepat swasembada gula,negatif
bos badan pangan mendadak minta impor gula dipercepat,netral
ptpn v distribusikan 26 komputer dan internet gratis ke sekolah terpencil,positif
bangga ri punya juara kedua world cup tasters championship 2023,positif
tragedi truk maut jadikan subang mencekam di pagi hari,negatif
"gedung harmonie pasuruan dipercantik, ini tampilan sebelum dan sesudahnya",netral
4 warga tersambar petir saat lomba hut riwanita aniaya teman gegara utang,negatif
rektor usu terpilih jadi ketua bksptn barat 20232025,netral
6 boks dokumen diamankan usai 11 jam penggeledahan kantor ptpn i surabaya,negatif
warga luwu timur geruduk kantor ptpn tuntut pengembalian lahan,negatif
"kisah cinta tragis re kerkhoven, juragan penguasa kebun teh di zaman belanda",netral
nih jurus erick thohir biar orang ri tak lagi berobat ke ln,netral
"7 pusat oleholeh banyuwangi ini wajib dikunjungi, di mana saja",netral
"petani keluhkan harga pupuk naik, jokowi sebut garagara perang",negatif
"wisata agro wonosari daya tarik, lokasi, fasilitas dan harga tiket",netral
"dugaan penjualan tbs oleh karyawan ptpn iv, belum ada tindakan tegas manajemen",negatif
"100 hari prabowogibran, bumn fokus kolaborasi kejar swasembada pangan",netral
seberapa serius bumn kebut transformasi energi,netral
ptpn iv palmco gercep tanam ulang 107 ha kebun sawit,positif
wamen bumn kebocoran garudajiwasraya dkk kelar tahun ini,positif
instruksi terbaru gubsu hadapi corona tolak phkkeluyuran denda sejuta,netral
ptpn v berhasil kantongi 100 persen sertifikasi rspo,positif
"ada lowongan kerja di bumn perkebunan, pendaftaran tutup besok",positif
bumn rimalaysia mau keroyokan kuasai bisnis sawit dunia,positif
menguak dosa lama di balik polemik gula rafinasi jatim,negatif
mimpi ri kuasai bisnis kopi dunia,positif
"kebut target swasembada gula, sugar co gandeng swasta sudah tepat",netral
anak buah jokowi ungkap jurus bumn amankan pangan,positif
"38 bumn buka lowongan, cek info lengkapnya di sini",positif
"rekayasa ganja tak bertuan, 8 oknum polisi di sumut divonis 1020 tahun bui",negatif
"bos holding perkebunan minta jangan impor gula gilagilaan, singgung nasib petani",netral
kakek karyawan ptpn tewas tertimpa bangunan rumah di deli serdang,negatif
"6 fakta menarik gunung semeru, yuk cari tahu sebelum mendaki",netral
jejak dan peninggalan bosscha di perkebunan teh malabar,netral
ptpn buka suara usai kpk tetapkan 3 tersangka korupsi pembelian lahan,negatif
kpk geledah kantor di jatim soal dugaan korupsi pengadaan lahan tebu ptpn xi,negatif
5 rekomendasi wisata dataran tinggi di probolinggo,netral
resmi holding ptpn merger 13 perusahaan jadi palmco dan supportingco,netral
"plts sei mangkei berpotensi turunkan emisi 1,4 ton co2tahun",positif
"wujudkan visi religius, syah afandintiorita siapkan 50 paket umrah gratis per tahun",positif
"holding perkebunan kumpulkan vendor di sumatera, bahas apa",netral
"festival cokelat glenmore, angkat potensi cokelat terbaik dunia di banyuwangi",positif
"terungkap kebijakan energi ri, bbm harus setara pertamax",netral
kpk panggil direktur ptpn xi terkait dugaan korupsi pengadaan lahan tebu,negatif
"erick thohir bukabukaan soal dana talangan bumn rp 19,65 t",netral
dewan komisaris pt perkebunan nusantara iii persero berkunjung ke ptpn iv regional v  pontianak post,positif
seru juga naik jip menyusuri perkebunan teh lereng gunung slamet,netral
kapan ri bisa swasembada gula ini kata ptpn iii,netral
gokil tesla elon musk bakal bangun pabrik di batang jateng,positif
"setelah 4,5 jam, bertemu emakemak pemburu tempat viral di rumah surga cianjur",netral
begini solusi pemkab pandeglang soal kendala lahan tol serangpanimbang,netral
"beda dengan ri, malaysia setop proyek kereta cepat saat biayanya bengkak",netral
bi dorong pemprov jabar terus kawal komitmen investor di wjis 2020,netral
"perintah dicuekin bumn, jokowi saya kejar kalau seperti ini",negatif
"tim its raih juara 1 kapal robot, kalahkan mit  lima kali di posisi pertama",positif
ini cara baru anak buah jokowi kontrol harga minyak goreng,positif
"kpk lelang barang koruptor jelang hakordia, ada mercyfortuner murah",netral
menteri atr colek ksp soal keluhan warga terkait tanah,netral
"plt mentan minta 3 hal ini ke kemendag, bps  pemda, ada apa",netral
"bos ptpn hingga kai temui wamen bumn, bahas apa ya",netral
ricuh petani korban penggusuran demo kantor bupati enrekang,negatif
video ptpn iii targetkan produksi gula 2024 tembus 1 juta ton,positif
jurus ptpn genjot produksi minyak goreng  gula konsumsi,positif
"siaga mafia sawit, kejagung  bpkp bikin tim audit gabungan",netral
kpk geledah kantor ptpn xi surabaya bawa berkas 2 koper,negatif
"harga tbs sawit di riau naik lagi, berikut rinciannya",positif
kejari simalungun hentikan penuntutan 5 tersangka pencurian kelapa sawit,negatif
pemkab bogor janji tampung pkl puncak yang terkena penertiban tahap ii,netral
pedagang puncak ngeluh tak punya rumah usai lapak dibongkar tidur di terpal,negatif
anggota dpr pertanyakan isi draft perpres swasembada gula hanya cari profit,negatif
jokowi resmikan pabrik minyak makan merah pertama di deli serdang,positif
"27 wisata lampung, ada pulau yang belum berpenghuni",netral
lokasi temuan 206 granat tangan aktif di banyuwangi bekas basecamp belanda,netral
"dorong pemerataan ekonomi, holding bumn kebun tanam sawit di enrekang",positif
"pria tanpa identitas ditemukan meninggal di kebun kopi bawen, ini ciricirinya",negatif
"deretan bos bumn ini jadi tim kampanye, baru 3 resmi mundur",netral
"sebanyak 70 dapen bumn sakit, 2 terindikasi korupsi",negatif
kpk penggeledahan kantor ptpn xi surabaya terkait pengadaan hgu kebun tebu,netral
"nah lho erick thohir sebut sering terjadi korupsi di bumn, kok bisa",negatif
"ptpn iv rugi rp 100 m gegara sawit di simalungun dicuri, 5 pelaku ditangkap",negatif
gubernur sumbar minta pembangunan jalan teluk tapang digenjot,positif
perlawanan samsul tarigan usai divonis 16 bulan penjara,negatif
"8 kendaraan kecelakaan beruntun di subang, 2 orang tewas",negatif
"jadi tersangka kasus minyak goreng, dirjen daglu masih jadi komisaris bumn",negatif
"mengenal minyak makan merah yang diendorse jokowi, produk koperasi  ptpn",netral
ptpn iii incar rp 10 t dari ipo sub holding palm co,netral
kadesguru besar uinsu dipolisikan warga kasus penggelapan uang koperasi,negatif
"menaker puji perjanjian kerja bersama ptpn iii  fsbun, ini harapannya",positif
"mentan amran kumpulkan bosbos bumn panganbapanas, ternyata bahas ini",netral
begini jurus erick lakukan dekarbonisasi bumn,netral
siapsiap erick tohir bakal tutup lagi anakcucu bumn sakit,negatif
menteri nadiem makarim puji mbkm usu yang libatkan mitra lokal,positif
"doesoen kakao, penghasil cokelat terbaik dunia di banyuwangi",positif
"ptpn iii masih lanjut penyelesaian sengketa lahan di pematang siantar, begini jurusnya",positif
baliho erick thohir mejeng dekat penjara soekarno di bandung,netral
kejari binjai buka suara usai tuntutan samsul tarigan tak kunjung tuntas,negatif
begini kronologi penerbitan izin hibisc fantasy puncak versi pemkab bogor,netral
"sukses bertransformasi, holding perkebunan raih laba rp 1,4 t",positif
"mahfud temukan mafia tanah lahan ptpn ii yang rugikan negara rp 1,7 t",negatif
"kiamat gula impor bakal hantam ri, petani menjerit",negatif
ojk dorong perbankan tingkatkan permodalan untuk petani sawit,positif
"kejar target, pertamina kebut proyek energi baru terbarukan",positif
10 destinasi wisata gadis kretek,netral
"viral kebun teh puncak bogor hancur karena pembangunan, ini kata pengelola",negatif
"bumn sawit geber produksi migor 4 kali lipat, jamin tak lagi ada kelangkaan",positif
seperti ini kondisi rest area gunung mas yang jadi tempat relokasi pkl puncak,netral
dana pensiun bumn sakitsakitan bikin erick thohir lapor kejaksaan,negatif
"mau ipo rp 10 t, palmco bakal bangun pabrik minyak goreng",positif
hidupkan kejayaan surabaya dari keberhasilan pembangunan kota,positif
kala habib rizieq analogikan sambutan ke artis dengan kasusnya,netral
duh kpk panggil saksi yang sudah meninggal di kasus korupsi ptpn xi,negatif
pabrik pengolahan karet ptpn xii di jember terbakar,negatif
kebun terantam ptpn iv regional iii catat produksi optimal sebagai bentuk komitmen berkelanjutan,positif
top kopikopi indonesia bakal mejeng di belanda bulan depan,positif
"dedi mulyadi geram, puncak kini sudah jadi kawasan beton",netral
mayat pria di bandung barat dilaporkan hilang sejak malam tahun baru,negatif
respons menteri hadi soal mahfud temukan mafia tanah di deli serdang,netral
ini daftar eks direktur ptpn xi hingga pejabat pasuruan yang diperiksa kpk,netral
ini tips mengembangkan karier di tengah gempuran ai ala alumnus unair,netral
polda jambi geledah kantor ptpn vi jambi usut dugaan korupsi mark up,negatif
"ptpn vrpn lakukan riset sistem sensorik, tingkatkan produksi cpo",positif
"erick bilang keuangan bumn makin sehat, ini buktinya",positif
produktivitas cpo ptpn v lampaui target rkap 2023,positif
stafsus erick thohir ungkap nama komisaris bumn yang mundur ikut timses capres,netral
"gagal dapat uang talangan, buwas apa bulog mau dibubarkan",negatif
"penuhi ketentuan, 66 persen kebun sawit ptpn v dikelola bareng petani lokal",netral
"waduh, produktivitas gula ptpn cuma 13 era kolonial belanda",netral
andre rosiade usulkan 3 pengecer migor curah di tiap pasar tradisional,netral
menyusuri kota mati tommy soeharto di karawang,netral
"duduk bareng pemerintah, petani masih tolak draft perpres swasembada gula",negatif
"12 wisata malang yang murah untuk keluarga, ada pantai hingga kebun teh",netral
"pemkab bogor tinjau ulang izin, pembangunan bianglala di kebun teh puncak disetop",negatif
"disebut erick, sejumbo apa utang ptpn, bumn karya  kai",negatif
polri jelaskan program rekrut bintara pertanian dukung ketahanan pangan,positif
surharnomo resmi jabat rektor undip periode 20242029,netral
"pelindo i mau naikkan volume bongkar muat, ini jurusnya",netral
bnpb buka opsi relokasi warga puncak bogor usai sungai ciliwung meluap,positif
"ambil peluang pandemi, ptpn iii genjot produktivitas sawit",positif
"demo peringatan hari tani, massa bawa tumpeng raksasa ke bpn sumut",netral
danantara dan persimpangan transformasi bumn,netral
deretan bumn ini patungan bantu umkm di kala pandemi loh,positif
"perusahaan belanda niat bangun peternakan sapi di ri, siapa",netral
"menko zulhas segel bobocabin gunung mas puncak, ini penyebabnya",negatif
"obokobok sejumlah ruangan, kpk periksa dirut ptpn xi surabaya",negatif
"ptpn v catat laba berjalan rp 1,03 triliun di kuartal iii2022",positif
69 hektare lahan ptpn i terkena pembangunan tol indralayamuara enim diganti rugi,netral
cerita di balik kota mati tommy soeharto di karawang,netral
budiman sudjatmiko mundur dari komisaris ptpn v usai gabung tkn prabowogibran,negatif
ramairamai timses mundur dari komisaris bumn jelang pilpres,netral
"erick ungkap dana pensiun bumn bikin kerugian negara rp 300 m, ini 5 faktanya",negatif
ri maksimalkan peran bumn geber swasembada gula hingga energi,positif
warga terdampak banjir kalibaru banyuwangi akan direlokasi ke huntara,positif
ptpn v bangun kembali nadi ekonomi desa,positif
erick akan copot eks dirjen kemendag dari komisaris ptpn iii,negatif
pemko binjai gelar rapat koordinasi dan advokasi program bangga kencana,netral
pusat pabrik dunia batang punya keunggulan lahan dari brebes,netral
2 kasus pencuri sawit tewas usai keciduk sekuriti ptpn terjadi di sumut,negatif
agrowisata gunung mas yang tunggu giliran dibongkar itu dulu favorit keluarga,netral
kemenkop ukm beberkan 2 masalah bangun pabrik minyak makan merah,netral
penjelasan polisi soal ada 4 tersangka baru kasus korupsi di ptpn vi,negatif
"anak holding perkebunan punya 56.000 ha lahan sawit plasma, serap ribuan petani",positif
"cerita mentan amran muda, pernah gagal bikin racun tikus",netral
3 kisah tragis konflik asmara berakhir petaka di jabar,negatif
ptpn iv menyiapkan 400 kursi gratis mudik bersama bumn 2025,positif
ptpn iv regional iii kapalkan 10.000 ton cpo bersertifikasi rspo sg senilai usd9 juta ke eropa,positif
arh janji tak kabur usai penahanan ditangguhkan berkat mayor dedi,netral
tol laut jadi solusi pemerataan pasokan minyak dan gula di timur indonesia,positif
kambingkambing warga bondowoso kembali ditemukan mati misterius,negatif
pabrik kelapa sawit nihil limbah di aceh utara diresmikan,positif
"aturan baru menperin disoal, petani ada yang ingin gagalkan swasembada gula",negatif
ptpn v riau berangkatkan 550 pemudik ke dua provinsi,netral
video bos ptpn bongkar jurus bikin bisnis bumn perkebunan untung,netral
"dugaan korupsi ks, erick bila terbukti, harus tanggung jawab",negatif
"lebih besar dari wilmar, palmco bakal ipo hingga rp 10 t",netral
blakblakan bos holding bumn perkebunan geber transformasi,netral
saham 4 bumn karya terbang ternyata ini penyebabnya,negatif
"selain stafsus menteri erick, tsamara amany juga jadi komisaris bumn",netral
"proyek mangkrak kras rp 10 t, ada perintah jalan terus",negatif
"kasus mafia tanah di ptpn ii deli serdang, mahfud md sponsornya pebisnis",netral
"siapsiap saingan minyak goreng curah meluncur 2023, namanya sawit merah",netral
"bukan di amerika serikat, ini air terjun niagara bondowoso",netral
mengenal kopi ijen yang punya cita rasa kacangkacangan dan cokelat,netral
"usul prabowo serang aniesganjar, ini harta kekayaan budiman",netral
faktafakta sejauh ini bungkusan pipajam dekat denpom solo,netral
ikut rekrutmen bumn ini daftar gaji di kai sampai telkom,netral
"gula lokal kalah saing dengan impor, target swasembada 2028 bisa",netral
kpk geledah kantor ptpn xi surabaya,negatif
"usai bongkar kios pedagang, pemkab bogor bakal cek izin bangunan di puncak",netral
mengkhawatirkannya komoditas karet di jabar,negatif
melihat air terjun ditelan bumi dalam legenda nong pegghe bondowoso,netral
gimana kabar bensin pertamax green 92 ini kata pertamina,netral
lokasi pembongkaran kios pkl di puncak bakal dibangun tamanjalur pedestrian,positif
begini jurus pengusaha lokal biar terus berkembang,netral
pemprov jambi buka layanan mudik gratis 2025 gandeng bumn,positif
"tanah yang tidak dibebankan hak tanggungan secara hukum, tidak dapat dieksekusi.",netral
pj gubernur sulsel minta penyuluh petani cari lahan 2 ha untuk tanam pisang,netral
"jorjoran unilever suntik lagi kek sei mangkei rp 2,5 t",positif
"november 2023, palmco bakal mejeng di pasar modal",netral
"dalam 6 bulan, bumn setor dividen ke negara rp 24 t",positif
"usai ipo rp 10 t, palmco penuhi sepertiga kebutuhan migor ri",positif
polisi periksa 15 saksi soal pelajar tewas ditembak otk di sergai,negatif
inovasi ptpn iv regional iii mengoptimalkan operasional onfarm dan offfarm,positif
"soal produk, erick pak mendag bukan sosok yang senang impor",netral
"mentan amran sebut kebijakan pertanian ri salah, bakal lakukan ini",netral
bos holding ptpn janji lunasi pembayaran pensiunan tahun depan,positif
programcapaian bahtiar baharuddin 8 bulan jabat pj gubernur sulsel,netral
mantap laba bersih mandiri sekuritas meroket 137 di 2021,positif
rumah bumn dukung produk lokal di inacraft 2025,positif
mengintip kontribusi bumn jaga penerimaan negara hingga serap pekerja,positif
polisi soal pelajar tewas ditembak otk di sergai diduga hendak tawuran,negatif
"harga tbs sawit di riau tertinggi dalam sejarah, petani semringah",positif
"garang saat maki jokowi, remaja di riau minta maaf setelah ditangkap",netral
wagub emil beber update pembangunan tol probowangi terus on progress,netral
begini cara pln dongkrak energi terbarukan ri,positif
"erick murka, ptpn sarang korupsi  minta kasus diungkap",negatif
kakao run meriahkan festival cokelat glenmore banyuwangi,positif
40 juta liter minyak goreng curah bakal mengalir selama ramadan,positif
3 gudang tembakau di jember ludes terbakar,negatif
brebes bakal disalip batang jadi lokasi pabrikpabrik as,netral
bos ptpn iii bukabukaan soal aturan perkebunan ri,netral
"ipo tahun ini, phe bakal lepas 10 persen saham ke publik",netral
"korban banjir bandang kalibaru banyuwangi demo, minta relokasi dipercepat",negatif
"erick thohir mau rampingkan bumn lagi, ini bocoran yang bakal dimerger",netral
ptpn v remajakan 13.727 hektare perkebunan sawit inti hingga 2026,netral
perkara ganti rugi pembongkaran hibisc fantasy,negatif
cerita lemparan janur kiai mas jadi tempat berdirinya pg prajekan bondowoso,netral
gubsu edy aku nggak peduli bobby siapa,negatif
sinergi bumn dukung suplai gas dari energi terbarukan,positif
"mau fokus bisnis, bumn pangan lanjut jualan kondom meong",netral
"ptpn v raih laba rp1,5 triliun selama 2022",positif
"petani diajak gabung ke koperasi, dapat apa",netral
intip proses pucuk daun menjadi minuman dengan wisata kebun teh,netral
erick thohir ungkap pabrik migor bumn bakal melantai di bursa kuartal iv,positif
proyek psn bumn dapat relaksasi bphtb biar ngebut,positif
"100 persen rspo, ptpn iv regional iii rambah sertifikasi ip segregasi",positif
pabrik migor berkapasitas 2.500 tonhari dibangun di kek sei mangkei,positif
ptpn iv regional iii lakukan ekspor perdana 10.000 ton cpo bersertifikasi rspo sg senilai usd 9 juta ke eropa,positif
jurus bumn klaster pangan wujudkan swasembada gula 2028,netral
siapa pemilik palmco calon perusahaan sawit terbesar dunia,netral
ptpn v gelar siaga planters untuk tingkatkan operational excellence 2022,positif
pemkab serdang bedagai apresiasi kolaborasi dengan ptpn iv regional i untuk pencegahan stunting,positif
ptpn mau geber produksi gula pakai cara ini,positif
"mahasiswa ri di luar negeri bisa magang di bumn, ini daftarnya",positif
jalan panjang proyek kereta cepat jktbdg yang terancam molor lagi,negatif
"halo, pak jokowi harga migor mending naik daripada langka",negatif
"djp sumut i catat 210 ribuan orang sudah lapor spt, terbanyak lewat online",positif
jabar banten hari ini panji gumilang diperiksa polda716 ponpes fiktif terima hibah,negatif
"mau geser impor bbm, erick thohir genjot produksi etanol",positif
penganiaya pengelola parkir di medan pernah dihukum karena kampanyekan prabowo,negatif
"resmi dipecat pdip, budiman sudjatmiko pakai 2 mobil ini",netral
bahlil beberkan kek sei mangkei sepi peminat,netral
"bawa nama prabowo, warga bojong koneng adukan sentul city ke komisi iii dpr",negatif
"progres 80, kereta cepat jakartabandung uji coba bareng g20",positif
"disuntik modal dari negara, saham kras  giaa lari kencang",positif
"irt tipu warga modus masuk tnipolri jadi tersangka lagi, kerugian rp 3,3 miliar",negatif
"dapat restu jokowi, erick restrukturisasi besarbesaran bumn",positif
"harga sembako berlompatan, ini aksi bumn pangan yang baru",negatif
begini nasib karyawan saat 7 bumn dibubarkan,negatif
pemerintah minta ptpn cs lebih galak soal ketahanan pangan,positif
duduk perkara keluarga mayor dedi jadi tersangka kasus tanah hingga dilepas,netral
jurus bumn cegah pegawai terlibat narkoba,negatif
kemenhub restui konsesi kereta cepat jktbdg diperpanjang jadi 80 tahun,netral
tersangka korupsi cpo lin che wei sempat jadi staf kemenko,negatif
pemandian air panas ciwalini yang eksis hingga kini,netral
pln percepat pembangunan proyek tol listrik sumatera,positif
ptpn iv regional iii perkuat budaya kesehatan dan keselamatan kerja,positif
menteri atr 25 tahun masalah lahan ptpn di megamendung tuntas hari ini,positif
7 wisata alam indonesia yang lagi hits dan terbaru di 2023,netral
"disebut ada korupsi, begini kondisi di ptpn kini",negatif
road to gothia cup 2025 daftar 20 tim di grand finale,netral
bos bpkp 4 dapen bumn bermasalah kelola duit rp10 t,negatif
pj gubernur ajak pelaku produksi wujudkan jatim swasembada gula,netral
siapsiap erick thohir bakal rombak habis manajemen pupuk,netral
"disuntik rp 52 t, bumn dianggap selalu jadi parasit apbn",negatif
"pemandian air panas ciwalini, kehangatan di kebun teh yang dingin",netral
"ri targetkan swasembada gula di 2025, bumn bisa apa",negatif
klhk segel lahan terbakar di perkebunan tebu ptpn vii cinta manis,negatif
"qatar mau bangun 1 juta rumah di ri, ini lokasinya",positif
"unhas uji bergerak darat pesawat montir tamatan sd, bisa melesat 240 kmjam",netral
"fokus ebt, ptpn iii bakal bangun pabrik ke2 untuk produksi etanol",positif
terungkap frisian flag jadi mitra program susu gratis prabowo,netral
"banyuwangi rekonstruksi 36 jembatan di 2023, pengerjaannya padat karya",positif
"kacau stok gula menipis mau puasa, ini efek bahayanya",negatif
"glenbaru, wisata baru banyuwangi tawarkan jelajah kebunsitus bersejarah",netral
"tingkatkan produktivitas, ptpn viii dan serikat pekerja buat kesepakatan",positif
"holding bumn perkebunan punya palmco, apa untungnya buat petani",netral
"ri bangga, palm co akan menjadi produsen cpo terbesar dunia",positif
"bukan cuma bulog, ini daftar bumn yang terjerat utang triliunan",negatif
"garuda hingga kras, 5 bumn ini dapat pinjaman rp 19,6 t",positif
"usai bunuh mahasiswa unej, pelaku nikahkabur ke bali hingga tertangkap",negatif
erick bongkar penyelewengan 4 dapen bumn ada kerugian negara rp 300 m,negatif
penangkapan spesialis curanmor di lampung diwarnai baku tembak,negatif
"situs balekambang, hotel hayam wuruk saat berkunjung ke blitar",netral
"ikuti arahan jokowi, pertamina terus genjot proyek ebt",netral
10 wisata sejarah di jember untuk liburan bareng anakanak,netral
pelaku tabrak lari pelajar dan pembunuhan pensiunan karyawan ptpn v belum ditangkap,negatif
nasib terkini rumah sakit pertama di sumut,netral
"belasan tahun sulap ribuan hektare hutan di kampar jadi kebun sawit, apakah ptpn v bayar pajak",negatif
mengenal pura penataran dharmaraksaka dan asalusul kampung bali di sergai,netral
pupuk indonesia gaet tni adptpn optimalkan 1.000 ha lahan di jabarjatim,positif
"tak cuma lrt, proyek kereta cepat jktbdg bengkak rp 27 t",negatif
"79 warga pamijahan bogor ngungsi imbas gempa, pemkab buka opsi relokasi",negatif
"izinkan warga memanen, hadi kirim satgas ke lahan sengketa tegalrejo",netral
perjalanan kereta cepat ditikung china hingga biaya proyek bengkak,negatif
sukses penanaman padi gogo pt perkebunan nusantara iv palmco bersinergi pengan polri membudidayakan jagung,positif
ngonten di tower sutet ala deni yang berujung petaka,negatif
"membelot dukung prabowo, berapa sih harta budiman sudjatmiko",netral
"rebutan impor di balik perpres gula, pengamat penyakit lama, itu uang besar jelang pemilu",negatif
pilunya warga labuhanbatu tewas tersambar petir saat lomba hut ri,negatif
samsul tarigan tak ditahan di kasus penguasaan lahan yang rugikan ptpn rp 41 m,negatif
"jpsn curhat ke ketua dpd ri, berharap 17 juta petaniburuh sawit dibantu",negatif
ptpn xi buka lebar akses informasi bagi kpk untuk penyelidikan,netral
ptpn iv regional iii menandatangani perjanjian penggunaan perairan dengan ksop kelas ii pekanbaru,netral
jaksa agung habisi mafia tanah,netral
kolaborasi ptpn v reboisasi hutan lindung bukit suligi,netral
kemenko pangan proyeksikan padi psr ptpn iv regional iii hasilkan 50 ton gabah,positif
ptpn iv regional iii kembali salurkan bantuan penanggulangan banjir akibat bencana hidrometeorologi 5 kabupaten di riau,positif
"nggak cuma gaji, holding bumn perkebunan tebar bonus ini buat petani",positif
kakek pedagang sayur di labuhanbatu tewas ditikam tetangga berkalikali,negatif
terungkap pembunuh pensiunan ptpn v di pekanbaru ternyata sopir sendiri,negatif
"video waspada harga gula melonjak efek stok menipis, ada solusi",netral
sinergi ptpn vaiken jepang maksimalkan pemanfaatan ebt melalui teknologi egsb,positif
lengkap sentul city bukabukaan soal polemik lahan dengan rocky gerung,netral
sapi milik warga aceh timur kembali dimangsa harimau,negatif
"pakai batik kuning, sahrul gunawan sambut kunjungan wabup bantul",netral
pria ini gosong tersengat listrik usai panjat sutet demi ngonten,negatif
erick thohir minta swasta tanggung jawab atasi masalah minyak goreng,negatif
"ptpn iii usulkan pmn non tunai rp828,36 m",netral
"pangkostrad gandeng petani garap lahan di pangandaran, bupati apresiasi",positif
"menjajal mudik tak biasa, jalur pansela jalanan paling selatan jawa",netral
sederet wisata dan karnaval yang jadi daya tarik jember,netral
pembangunan bianglala di kebun teh puncak dihentikan sementara,negatif
"dear mahasiswa unimed, lakukan hal ini jika mau dapat beasiswa",positif
tengok perkembangan palmco deh... jadi ipo nggak sih,netral
"kawasan batang bikin jokowi happy, bagaimana perkembangannya",netral
ternyata ini temuan harta karun ri yang dipamerkan erick thohir,netral
kpk geledah kantor ptpn xi surabaya terkait lahan di pasuruansitubondo,netral
ri gandeng jepang sulap limbah jadi ebt,positif
viral oknum polisipetugas parkir ribut di medan,negatif
implementasi cofiring pltu dinilai tingkatkan skala ekonomi biomassa,netral
"dolar tembus rp 16.000, ini pesan erick ke pertamina, pln cs",netral
"erick sebut ada korupsi laten ptpn, tanri abeng bilang begini",negatif
"minyak goreng diramal masih mahal meski pasokan banjir, bumn perlu dilibatkan",netral
memupuk masa depan green economic zone di sei mangkei,netral
"yuk menikmati suasana desa coklat di banyuwangi, suejuk masszzeh",netral
bupati mojokerto dukung revitalisasi industri gula nasional,positif
kabar baik harga sawit di riau pekan ini tembus rp 2.552kg,positif
"9 tempat angker di sukabumi, jembatan kuningpabrik peninggalan belanda",netral
polri dukung langkah percepatan swasembada pangan,positif
"tidak cuma bobocabin, ada lokasi lain di puncak dan gunung geulis disegel",negatif
"dampak karhutla di kabupaten oki, klhk segel lahan sawit milik pt sa",negatif
saksi sudah meninggal dipanggil kpk bukan pertama kali ini terjadi,negatif
bocoran terbaru soal jumlah bumn mau dipangkas jadi 30,netral
video jurus ptpn genjot produksi tebu di tengah lonjakan harga gula,positif
kapan umkm naik kelas ini strategi bri demi sinergi bumn,netral
"gak dipecat pdip, 90 harta budiman sudjatmiko di aset ini",netral
duh penyelewengan duit pensiun bumn lebih dari rp 300 m,negatif
"remaja di riau viral hina jokowi, ditangkap lalu kena wajib lapor",negatif
dirut ptpn iii bongkar cikal bakal transformasi holding perkebunan negara,netral
daftar panjang timses hingga politikus yang jadi komisaris bumn,netral
erick thohir kita jangan terjebak imporimpor terus,positif
"mantan ketua koppsam beri tanggapan terkait gugatan wanprestasi ptpn iv regional iii, ini penjelasannya",negatif
"24 tenant ikut bazar ramadan kejati sulsel, ada sembakokue lebaran",positif
samsul tarigan yang didakwa rp 41 m gegara sulap lahan ptpn jadi diskotek,negatif
erick thohir sebutkan 4 industri andalan untuk lawan resesi 2023,positif
ptpn v model transformasi digitalisasi,netral
"bukan larangan ekspor, ini cara kendalikan ketersediaan migor",netral
"bumn genjot budidaya kopi agar bisa diekspor, ini caranya",netral
"jelang kick off liga 2, pemain senior psms medan supardi masih cedera",negatif
"miniatur kabah di masjid dirobohkan perusahaan, mui langkat mediasi",negatif
206 benda mirip granat tangan ditemukan di banyuwangi,netral
duh deni luka bakar 80 persen akibat panjat sutet demi konten,negatif
dprd banyuwangi keluarkan rekomendasi atasi banjir,netral
melihat tugu garuda pancasila di kompleks eks pabrik gula delanggu,netral
"pt perkebunan nusantara v meraih tingkat kepuasan pelanggan sebesar 87,84",positif
jokowi launching gerakan bioetanol tebu di mojokerto,positif
resmi amran sulaiman jadi mentan gantikan syl,netral
"jadi ujung tombak pemerintah tekan polusi, bumn siap",negatif
erickijeck resmikan pabrik minyak goreng merah di deli serdang,positif
anak usaha bakal bikin lahan jumbo bumn perkebunan jadi lebih cuan,positif
potret perumahan di karawang yang jadi kota mati usai orde baru tumbang,netral
"ptpn iv regional iii gandeng polri, budidaya jagung pipil perkuat ketahanan pangan",positif
respons pemkab pandeglang soal ibu hamil ditandu lewati hutan,negatif
"harimau berkeliaran di siak, bbksda riau pasang perangkap dan kamera",netral
"sidang gugatan ptpn iv regional iii vs koppsam, ahli hukum perkuat posisi masyarakat",negatif
kpk periksa 6 saksi dugaan korupsi pengadaan lahan ptpn xi,negatif
"mobil terbakar di jalur jemberbondowoso, sopir malah kabur",netral
masih dibuka daftar rekrutmen bumn  tata cara pendaftaran,netral
"ptpn iv regional iii raih 100 persen sertifikasi rspo, perkuat komitmen sawit berkelanjutan",positif
berebut kuota impor di balik perpres percepatan swasembada gula,netral
"tak dapat pupuk subsidi, petani ijen bondowoso ancam golput di pemilu 2024",negatif
andre rosiade minta ptpn dukung pemerintahan prabowo capai swasembada pangan,positif
bahtiar jadikan bone pusat persemaian bibit pisang kapasitas 40.000 di sulsel,positif
hunian tetap untuk 66 korban banjir kalibaru banyuwangi mulai dibangun,positif
"maruarar  budiman kompak tinggalkan pdip, ternyata segini hartanya",netral
"kereta cepat jktbdg studi awal jepang malah digarap china, eh biaya bengkak",negatif
"restrukturisasi utang rp 45 t, ini titah erick thohir ke ptpn",netral
"ptpn v salurkan dana talangan rp 1,08 miliar kepada ratusan anggota kopsam",positif
"harga bbm naik, erick thohir minta direksi pertamina siaga 3 hari",netral
